_id,Quran,aya,api,url,hadith_ids
baa108ef27600ea03ca5904084388416,Quran 74:31,ويزداد الذين آمنوا إيمانا,nindex.php?page=tafseer&surano=74&ayano=31,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=74&ayano=31,"['bukhari-00008', 'bukhari-00044']"
8f24cd643eb97518715669bc8e79410f,Quran 9:124,أيكم زادته هذه إيمانا فأما الذين آمنوا فزادتهم إيمانا,nindex.php?page=tafseer&surano=9&ayano=124,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=9&ayano=124,['bukhari-00008']
ebfcec7b69b1eb743d220c4f58e9d989,Quran 3:173,فاخشوهم فزادهم إيمانا,nindex.php?page=tafseer&surano=3&ayano=173,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=3&ayano=173,['bukhari-00008']
dc4489a343f36629db9d70196e7fb070,Quran 33:22,وما زادهم إلا إيمانا وتسليما,nindex.php?page=tafseer&surano=33&ayano=22,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=33&ayano=22,['bukhari-00008']
cb02ea16c4df8719758626592c6ca3bb,Quran 2:260,ولكن ليطمئن قلبي,nindex.php?page=tafseer&surano=2&ayano=260,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=2&ayano=260,['bukhari-00008']
580bd038e84b608769bf1843328e4475,Quran 42:13,شرع لكم من الدين,nindex.php?page=tafseer&surano=42&ayano=13,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=42&ayano=13,['bukhari-00008']
461dc8c8587e5d98c8f9409ab88826de,Quran 5:48,شرعة ومنهاجا,nindex.php?page=tafseer&surano=5&ayano=48,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=5&ayano=48,['bukhari-00008']
58bbeb224d07281b67c4de5a54658859,Quran 25:77,. دعاؤكم,nindex.php?page=tafseer&surano=25&ayano=77,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=25&ayano=77,['bukhari-00008']
05b680b48dd6031334f4001a0da37bcd,Quran 25:77,قل ما يعبأ بكم ربي لولا دعاؤكم,nindex.php?page=tafseer&surano=25&ayano=77,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=25&ayano=77,['bukhari-00008']
5f3e9bb2c14d4ea9fafc8d555f33917c,Quran 2:177,ليس البر أن تولوا وجوهكم قبل المشرق والمغرب ولكن البر من آمن بالله واليوم الآخر والملائكة والكتاب والنبيين وآتى المال على حبه ذوي القربى واليتامى والمساكين وابن السبيل والسائلين وفي الرقاب وأقام الصلاة وآتى الزكاة والموفون بعهدهم إذا عاهدوا والصابرين في البأساء والضراء وحين البأس أولئك الذين صدقوا وأولئك هم المتقون,nindex.php?page=tafseer&surano=2&ayano=177,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=2&ayano=177,['bukhari-00009']
56b1e5ed5e30ce7b1ee0ae8584473bc2,Quran 23:1,قد أفلح المؤمنون,nindex.php?page=tafseer&surano=23&ayano=1,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=23&ayano=1,['bukhari-00009']
76aff171fabedfde8275b9447729f953,Quran 2:225,ولكن يؤاخذكم بما كسبت قلوبكم,nindex.php?page=tafseer&surano=2&ayano=225,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=2&ayano=225,['bukhari-00020']
1ebb0aadaf6edc790d4b39495716a0ec,Quran 9:5,فإن تابوا وأقاموا الصلاة وآتوا الزكاة فخلوا سبيلهم,nindex.php?page=tafseer&surano=9&ayano=5,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=9&ayano=5,['bukhari-00025']
5f26e60096873aa6e840426c11bc441b,Quran 43:72,وتلك الجنة التي أورثتموها بما كنتم تعملون,nindex.php?page=tafseer&surano=43&ayano=72,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=43&ayano=72,['bukhari-00026']
5cc00a23e8ec3636fcf9a1e1e1588864,Quran 15:92,فوربك لنسألنهم أجمعين عما كانوا يعملون,nindex.php?page=tafseer&surano=15&ayano=92,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=15&ayano=92,['bukhari-00026']
462ac852d47d485f287f50ac156ac500,Quran 37:61,لمثل هذا فليعمل العاملون,nindex.php?page=tafseer&surano=37&ayano=61,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=37&ayano=61,['bukhari-00026']
94e895b25759dd034dc25b98202108c1,Quran 49:14,قالت الأعراب آمنا قل لم تؤمنوا ولكن قولوا أسلمنا,nindex.php?page=tafseer&surano=49&ayano=14,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=49&ayano=14,['bukhari-00027']
f5d4ecd0e727c3f9211bdb526a1f81c2,Quran 3:19,إن الدين عند الله الإسلام,nindex.php?page=tafseer&surano=3&ayano=19,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=3&ayano=19,['bukhari-00027']
aaf6ccfeed2c6e719ff034485f94eaca,Quran 4:48,إن الله لا يغفر أن يشرك به ويغفر ما دون ذلك لمن يشاء,nindex.php?page=tafseer&surano=4&ayano=48,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=4&ayano=48,['bukhari-00030']
c204cc6e62d1cdb8ed1c596ea16ce7a2,Quran 49:9,وإن طائفتان من المؤمنين اقتتلوا فأصلحوا بينهما,nindex.php?page=tafseer&surano=49&ayano=9,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=49&ayano=9,"['bukhari-02545', 'bukhari-00031']"
90743512c17948d7f9bc769f46b10273,Quran 6:82,الذين آمنوا ولم يلبسوا إيمانهم بظلم,nindex.php?page=tafseer&surano=6&ayano=82,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=6&ayano=82,"['bukhari-00032', 'bukhari-03181', 'bukhari-03245', 'bukhari-06538', 'bukhari-06520', 'bukhari-04498']"
1b8cd0fa8b3e9ea6ac8c49a58bb71e45,Quran 2:143,وما كان الله ليضيع إيمانكم,nindex.php?page=tafseer&surano=2&ayano=143,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=2&ayano=143,['bukhari-00041']
7f8a34f34e8eab1501a09da318499ad7,Quran 5:3,اليوم أكملت لكم دينكم,nindex.php?page=tafseer&surano=5&ayano=3,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=5&ayano=3,['bukhari-00044']
fa0eec3631876b939d375f9d1078e3a6,Quran 98:5,وما أمروا إلا ليعبدوا الله مخلصين له الدين حنفاء ويقيموا الصلاة ويؤتوا الزكاة وذلك دين القيمة,nindex.php?page=tafseer&surano=98&ayano=5,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=98&ayano=5,['bukhari-00046']
91d7b0e8468673aa7bfada1f8b7c749e,Quran 3:85,ومن يبتغ غير الإسلام دينا فلن يقبل منه,nindex.php?page=tafseer&surano=3&ayano=85,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=3&ayano=85,['bukhari-00050']
83344990d99fcc7c001747bda9b49737,Quran 31:34,إن الله عنده علم الساعة,nindex.php?page=tafseer&surano=31&ayano=34,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=31&ayano=34,"['bukhari-04500', 'bukhari-06944', 'bukhari-00050']"
1e73bf33294e296966320c6f20b6f419,Quran 17:84,قل كل يعمل على شاكلته,nindex.php?page=tafseer&surano=17&ayano=84,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=17&ayano=84,['bukhari-00054']
9fa7a23997ad53a36b9d19d5cd855913,Quran 9:91,إذا نصحوا لله ورسوله,nindex.php?page=tafseer&surano=9&ayano=91,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=9&ayano=91,['bukhari-00057']
4204f938968fa64d432ce2451149a920,Quran 20:114,وقل رب زدني علما,nindex.php?page=tafseer&surano=20&ayano=114,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=20&ayano=114,['bukhari-00063']
c6935f754f0c9e63c5cfd290eec5fb0b,Quran 18:63,أرأيت إذ أوينا إلى الصخرة فإني نسيت الحوت وما أنسانيه إلا الشيطان أن أذكره,nindex.php?page=tafseer&surano=18&ayano=63,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=63,"['bukhari-03219', 'bukhari-07040', 'bukhari-00078']"
56e2f55b9a481c9ffdcd7fa8b5a86fce,Quran 18:64,ذلك ما كنا نبغي فارتدا على آثارهما قصصا,nindex.php?page=tafseer&surano=18&ayano=64,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=64,"['bukhari-00122', 'bukhari-04448', 'bukhari-07040', 'bukhari-03220', 'bukhari-00078']"
0616824bf42c6c2673332845c1184474,Quran 84:8,فسوف يحاسب حسابا يسيرا,nindex.php?page=tafseer&surano=84&ayano=8,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=84&ayano=8,"['bukhari-00103', 'bukhari-04655', 'bukhari-06171']"
a2056fafe1e3aec9eef5d0322b5fce9b,Quran 18:61,فاتخذ سبيله في البحر سربا,nindex.php?page=tafseer&surano=18&ayano=61,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=61,"['bukhari-03220', 'bukhari-00122', 'bukhari-04448']"
9613cd1ef1806584fda1af3bb6aa55d6,Quran 18:62,آتنا غداءنا لقد لقينا من سفرنا هذا نصبا,nindex.php?page=tafseer&surano=18&ayano=62,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=62,['bukhari-00122']
00bbcde613a4e41a1054075572cc3b37,Quran 18:63,أرأيت إذ أوينا إلى الصخرة فإني نسيت الحوت وما أنسانيه إلا الشيطان,nindex.php?page=tafseer&surano=18&ayano=63,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=63,['bukhari-00122']
ddbc738fd25617cb8eb42989b48a54aa,Quran 18:66,هل أتبعك على أن تعلمني مما علمت رشدا,nindex.php?page=tafseer&surano=18&ayano=66,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=66,['bukhari-00122']
5652c40177268d779ab68b94174fd607,Quran 18:67,إنك لن تستطيع معي صبرا,nindex.php?page=tafseer&surano=18&ayano=67,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=67,"['bukhari-04448', 'bukhari-00122']"
ede68473beadda2c441a20b077286e36,Quran 18:69,قال ستجدني إن شاء الله صابرا ولا أعصي لك أمرا,nindex.php?page=tafseer&surano=18&ayano=69,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=69,['bukhari-00122']
a78b99e87440bb565d3c596f82ba6841,Quran 18:72,قال ألم أقل إنك لن تستطيع معي صبرا قال لا تؤاخذني بما نسيت ولا ترهقني من أمري عسرا,nindex.php?page=tafseer&surano=18&ayano=72,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=72,['bukhari-00122']
cfa89f2a246a6a88c35022f440c6ec4d,Quran 18:74,أقتلت نفسا زكية بغير نفس,nindex.php?page=tafseer&surano=18&ayano=74,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=74,['bukhari-00122']
cd0a7a816ca62af560de778e5d2741b4,Quran 18:75,قال ألم أقل لك إنك لن تستطيع معي صبرا,nindex.php?page=tafseer&surano=18&ayano=75,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=75,['bukhari-00122']
fb9b8e9376e3b4737fd1e66477acb029,Quran 18:77,فانطلقا حتى إذا أتيا أهل قرية استطعما أهلها فأبوا أن يضيفوهما فوجدا فيها جدارا يريد أن ينقض فأقامه,nindex.php?page=tafseer&surano=18&ayano=77,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=77,['bukhari-00122']
29fd1d619afd00e84cac60b1bc5f4831,Quran 18:77,لو شئت لاتخذت عليه أجرا قال هذا فراق بيني وبينك,nindex.php?page=tafseer&surano=18&ayano=77,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=18&ayano=77,['bukhari-00122']
d30a172ff25b0a26fb04c520f78b5904,Quran 17:85,وما أوتيتم من العلم إلا قليلا,nindex.php?page=tafseer&surano=17&ayano=85,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=17&ayano=85,['bukhari-00125']
ffd434661fa6f32c10841899f434aa78,Quran 17:85,ويسألونك عن الروح قل الروح من أمر ربي,nindex.php?page=tafseer&surano=17&ayano=85,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=17&ayano=85,"['bukhari-00125', 'bukhari-07024', 'bukhari-06867']"
9bbf77d2accfbf72b08d028df795a102,Quran 5:6,فلم تجدوا ماء فتيمموا,nindex.php?page=tafseer&surano=5&ayano=6,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=5&ayano=6,['bukhari-00168']
5c85e0ac7f4a1522bceaf489d5c91c34,Quran 5:6,أو جاء أحد منكم من الغائط,nindex.php?page=tafseer&surano=5&ayano=6,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=5&ayano=6,['bukhari-00174']
3c94d1c33cd14c272bdb71ce8ab30b28,Quran 5:6,وامسحوا برءوسكم,nindex.php?page=tafseer&surano=5&ayano=6,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=5&ayano=6,['bukhari-00183']
8ccb82f7cb1e2821a9097b38aabcd323,Quran 2:222,ويسألونك عن المحيض قل هو أذى فاعتزلوا النساء في المحيض إلى قوله ويحب المتطهرين,nindex.php?page=tafseer&surano=2&ayano=222,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=2&ayano=222,['bukhari-00290']
806d661965c9ebc7911441041b8ff33f,Quran 3:64,يا أهل الكتاب تعالوا إلى كلمة,nindex.php?page=tafseer&surano=3&ayano=64,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=3&ayano=64,['bukhari-00299']
d5f4e83fa01fa87e53e44b7366e4c69c,Quran 6:121,ولا تأكلوا مما لم يذكر اسم الله عليه,nindex.php?page=tafseer&surano=6&ayano=121,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=6&ayano=121,['bukhari-00299']
f4a5378366fd8b58c3353caef7687557,Quran 22:5,مخلقة وغير مخلقة,nindex.php?page=tafseer&surano=22&ayano=5,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=22&ayano=5,['bukhari-00312']
243b42eede55b9615f913e6efa3e810f,Quran 2:228,ولا يحل لهن أن يكتمن ما خلق الله في أرحامهن,nindex.php?page=tafseer&surano=2&ayano=228,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=2&ayano=228,"['bukhari-00319', 'bukhari-05019']"
4eb0a041d41c2c3c0f1164110808f0be,Quran 5:6,فلم تجدوا ماء فتيمموا صعيدا طيبا فامسحوا بوجوهكم وأيديكم منه,nindex.php?page=tafseer&surano=5&ayano=6,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=5&ayano=6,['bukhari-00327']
b5f6e4fcb7e8ad8a285ae14fc06da9ff,Quran 4:29,ولا تقتلوا أنفسكم إن الله كان بكم رحيما,nindex.php?page=tafseer&surano=4&ayano=29,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=4&ayano=29,['bukhari-00338']
ca1f606c049a8a1b987e47eba6ee8025,Quran 5:6,فلم تجدوا ماء فتيمموا صعيدا طيبا,nindex.php?page=tafseer&surano=5&ayano=6,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=5&ayano=6,"['bukhari-04331', 'bukhari-00340']"
3588edd49c9ef0507b72f2f7e1f631f5,Quran 7:31,خذوا زينتكم عند كل مسجد,nindex.php?page=tafseer&surano=7&ayano=31,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=7&ayano=31,['bukhari-00344']
259bae53fc57d9605b48a76996d9282e,Quran 37:177,فساء صباح المنذرين,nindex.php?page=tafseer&surano=37&ayano=177,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=37&ayano=177,"['bukhari-02829', 'bukhari-02785', 'bukhari-00364', 'bukhari-03961', 'bukhari-03964', 'bukhari-00585', 'bukhari-00905', 'bukhari-03962']"
587db18deb93e0e9e5e1e0a31576be5f,Quran 2:125,واتخذوا من مقام إبراهيم مصلى,nindex.php?page=tafseer&surano=2&ayano=125,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=2&ayano=125,"['bukhari-00394', 'bukhari-00387', 'bukhari-04213']"
b9d19f15dc2b1d27927d7c4aa80d3af4,Quran 2:144,قد نرى تقلب وجهك في السماء,nindex.php?page=tafseer&surano=2&ayano=144,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=2&ayano=144,['bukhari-00390']
546d97d3a92fae2b73d0249afac3b10a,Quran 2:142,ما ولاهم عن قبلتهم التي كانوا عليها قل لله المشرق والمغرب يهدي من يشاء إلى صراط مستقيم,nindex.php?page=tafseer&surano=2&ayano=142,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=2&ayano=142,['bukhari-00390']
d73471fb7fe0b59bb9450e717fecf0fd,Quran 66:5,عسى ربه إن طلقكن أن يبدله أزواجا خيرا منكن,nindex.php?page=tafseer&surano=66&ayano=5,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=66&ayano=5,"['bukhari-00394', 'bukhari-04632']"
4c7cc5affb833c31034d0ffa951e88d7,Quran 9:17,ما كان للمشركين أن يعمروا مساجد الله شاهدين على أنفسهم بالكفر أولئك حبطت أعمالهم وفي النار هم خالدون إنما يعمر مساجد الله من آمن بالله واليوم الآخر [ ص: 172 ] وأقام الصلاة وآتى الزكاة ولم يخش إلا الله فعسى أولئك أن يكونوا من المهتدين,nindex.php?page=tafseer&surano=9&ayano=17,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=9&ayano=17,['bukhari-00436']
7505d40a81f7e90ce2ebadd5870d6775,Quran 3:35,نذرت لك ما في بطني محررا,nindex.php?page=tafseer&surano=3&ayano=35,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=3&ayano=35,['bukhari-00448']
7595b86b391e285c5ed7dd8aa6ab644b,Quran 38:35,رب هب لي ملكا لا ينبغي لأحد من بعدي,nindex.php?page=tafseer&surano=38&ayano=35,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=38&ayano=35,"['bukhari-04530', 'bukhari-00449', 'bukhari-01152']"
0ff238bd79407edca14289ed6db97df7,Quran 4:103,إن الصلاة كانت على المؤمنين كتابا موقوتا,nindex.php?page=tafseer&surano=4&ayano=103,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=4&ayano=103,['bukhari-00499']
188c36f4cf8368a9af607db0324f8534,Quran 30:31,منيبين إليه واتقوه وأقيموا الصلاة ولا تكونوا من المشركين,nindex.php?page=tafseer&surano=30&ayano=31,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=30&ayano=31,['bukhari-00500']
97e227eaa5137118cbe0c08a566d2830,Quran 11:114,أقم الصلاة طرفي النهار وزلفا من الليل إن الحسنات يذهبن السيئات,nindex.php?page=tafseer&surano=11&ayano=114,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=11&ayano=114,['bukhari-00503']
b4c04dedcde19642d508f8cf9ae4c3af,Quran 50:39,وسبح بحمد ربك قبل طلوع الشمس وقبل الغروب,nindex.php?page=tafseer&surano=50&ayano=39,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=50&ayano=39,"['bukhari-00529', 'bukhari-04570']"
5d2248ab9a8ca9d0305cc3f790985a8e,Quran 24:58,ومن بعد صلاة العشاء,nindex.php?page=tafseer&surano=24&ayano=58,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=24&ayano=58,['bukhari-00539']
a7f2294dc6958cf5c975cd18c26cad5d,Quran 20:130,وسبح بحمد ربك قبل طلوع الشمس وقبل غروبها,nindex.php?page=tafseer&surano=20&ayano=130,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=20&ayano=130,['bukhari-00547']
6463fa4803e3f16c03aee3d0ba71611f,Quran 20:14,وأقم الصلاة لذكري,nindex.php?page=tafseer&surano=20&ayano=14,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=20&ayano=14,['bukhari-00572']
33baa1b87f047474d18c52d33b920d25,Quran 5:58,وإذا ناديتم إلى الصلاة اتخذوها هزؤا ولعبا ذلك بأنهم قوم لا يعقلون,nindex.php?page=tafseer&surano=5&ayano=58,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=5&ayano=58,['bukhari-00578']
d3e9e575fa02fd161e38e60630e4121e,Quran 62:9,إذا نودي للصلاة من يوم الجمعة,nindex.php?page=tafseer&surano=62&ayano=9,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=62&ayano=9,['bukhari-00578']
197ff904d3bb7ab7144297e62390f451,Quran 17:78,إن قرآن الفجر كان مشهودا,nindex.php?page=tafseer&surano=17&ayano=78,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=17&ayano=78,['bukhari-00621']
137a7b9833d9a54e2588280dd1d53a42,Quran 12:86,إنما أشكو بثي وحزني إلى الله,nindex.php?page=tafseer&surano=12&ayano=86,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=12&ayano=86,"['bukhari-00684', 'bukhari-01239']"
93a7b15506b9dc08eea91d0949b4fa1e,Quran 1:2,الحمد لله رب العالمين,nindex.php?page=tafseer&surano=1&ayano=2,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=1&ayano=2,['bukhari-00710']
7f061a220c7d746fe0529fa2e20f102d,Quran 72:1,إنا سمعنا قرآنا عجبا يهدي إلى الرشد فآمنا به ولن نشرك بربنا أحدا,nindex.php?page=tafseer&surano=72&ayano=1,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=72&ayano=1,"['bukhari-00739', 'bukhari-04637']"
4055cc12884b2b67be8ff2332a45bfb4,Quran 72:1,قل أوحي إلي أنه استمع نفر من الجن,nindex.php?page=tafseer&surano=72&ayano=1,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=72&ayano=1,"['bukhari-00739', 'bukhari-04637']"
2080a24eeac16b2c31149cfaa872b7c2,Quran 19:64,وما كان ربك نسيا,nindex.php?page=tafseer&surano=19&ayano=64,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=19&ayano=64,['bukhari-00740']
8f746bddd488319771ef526c6c32fea5,Quran 33:21,لقد كان لكم في رسول الله أسوة حسنة,nindex.php?page=tafseer&surano=33&ayano=21,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=33&ayano=21,"['bukhari-01622', 'bukhari-01547', 'bukhari-00740', 'bukhari-03948', 'bukhari-01563', 'bukhari-04965', 'bukhari-06327', 'bukhari-01607']"
a3cde164242633cfc4ba147cf2655b3e,Quran 1:7,غير المغضوب عليهم ولا الضالين,nindex.php?page=tafseer&surano=1&ayano=7,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=1&ayano=7,"['bukhari-00749', 'bukhari-04205']"
55f1604936241458647b15e1dd6c3d85,Quran 62:9,إذا نودي للصلاة من يوم الجمعة فاسعوا إلى ذكر الله وذروا البيع ذلكم خير لكم إن كنتم تعلمون,nindex.php?page=tafseer&surano=62&ayano=9,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=62&ayano=9,['bukhari-00836']
6b658fb634f9490c8d318789a2482b90,Quran 62:9,إذا نودي للصلاة من يوم الجمعة فاسعوا إلى ذكر الله,nindex.php?page=tafseer&surano=62&ayano=9,https://www.islamweb.net/ar/library/maktaba/nindex.php?page=tafseer&surano=62&ayano=9,['bukhari-00860']
